id_empleado,nombre,mes,anio,mes_num,puesto,area,genero,fecha_ingreso,salario_nominal,bono_dic,total_devengado
E004,"Martínez, Ana",2019-11-01,2019,11,Vendedora,Ventas,F,2018-01-01,47383.43,0.0,47383.43
E005,"Rodríguez, Luis",2019-11-01,2019,11,Técnico Senior,Taller,M,2018-01-01,62323.51,0.0,62323.51
E006,"Sánchez, Pablo",2019-11-01,2019,11,Técnico,Taller,M,2018-01-01,50986.9,0.0,50986.9
E007,"Torres, Sofía",2019-11-01,2019,11,Administrativa,Administración,F,2018-01-01,49045.51,0.0,49045.51
E008,"Ramírez, Diego",2019-11-01,2019,11,Encargado Depósito,Logística,M,2018-01-01,53511.17,0.0,53511.17
E010,"Medina, Roberto",2019-11-01,2019,11,Técnico,Taller,M,2018-03-01,47812.67,0.0,47812.67
E011,"Jiménez, Laura",2019-11-01,2019,11,Vendedora,Ventas,F,2019-03-01,48815.84,0.0,48815.84
E012,"Peralta, Marcos",2019-11-01,2019,11,Vendedor,Ventas,M,2019-07-01,48965.86,0.0,48965.86
E001,"Fernández, Carlos",2019-12-01,2019,12,Gerente General,Administración,M,2018-01-01,128271.56,64135.78,192407.34
E002,"López, María",2019-12-01,2019,12,Jefe de Ventas,Ventas,F,2018-01-01,80882.48,40441.24,121323.72
E003,"García, Juan",2019-12-01,2019,12,Vendedor Senior,Ventas,M,2018-01-01,55919.29,27959.65,83878.94
E004,"Martínez, Ana",2019-12-01,2019,12,Vendedora,Ventas,F,2018-01-01,46953.09,23476.55,70429.64
E005,"Rodríguez, Luis",2019-12-01,2019,12,Técnico Senior,Taller,M,2018-01-01,62356.25,31178.13,93534.38
E006,"Sánchez, Pablo",2019-12-01,2019,12,Técnico,Taller,M,2018-01-01,50508.98,25254.49,75763.46
E007,"Torres, Sofía",2019-12-01,2019,12,Administrativa,Administración,F,2018-01-01,47903.8,23951.9,71855.7
E008,"Ramírez, Diego",2019-12-01,2019,12,Encargado Depósito,Logística,M,2018-01-01,53793.72,26896.86,80690.58
E010,"Medina, Roberto",2019-12-01,2019,12,Técnico,Taller,M,2018-03-01,46847.55,23423.78,70271.33
E011,"Jiménez, Laura",2019-12-01,2019,12,Vendedora,Ventas,F,2019-03-01,49059.86,24529.93,73589.78
E012,"Peralta, Marcos",2019-12-01,2019,12,Vendedor,Ventas,M,2019-07-01,48902.15,24451.08,73353.23
E001,"Fernández, Carlos",2020-01-01,2020,1,Gerente General,Administración,M,2018-01-01,188242.66,0.0,188242.66
E002,"López, María",2020-01-01,2020,1,Jefe de Ventas,Ventas,F,2018-01-01,122388.75,0.0,122388.75
E003,"García, Juan",2020-01-01,2020,1,Vendedor Senior,Ventas,M,2018-01-01,85638.19,0.0,85638.19
E004,"Martínez, Ana",2020-01-01,2020,1,Vendedora,Ventas,F,2018-01-01,73793.51,0.0,73793.51
E005,"Rodríguez, Luis",2020-01-01,2020,1,Técnico Senior,Taller,M,2018-01-01,93932.64,0.0,93932.64
E006,"Sánchez, Pablo",2020-01-01,2020,1,Técnico,Taller,M,2018-01-01,78354.45,0.0,78354.45
E007,"Torres, Sofía",2020-01-01,2020,1,Administrativa,Administración,F,2018-01-01,73885.17,0.0,73885.17
E008,"Ramírez, Diego",2020-01-01,2020,1,Encargado Depósito,Logística,M,2018-01-01,80257.69,0.0,80257.69
E010,"Medina, Roberto",2020-01-01,2020,1,Técnico,Taller,M,2018-03-01,73150.78,0.0,73150.78
E011,"Jiménez, Laura",2020-01-01,2020,1,Vendedora,Ventas,F,2019-03-01,75187.48,0.0,75187.48
E012,"Peralta, Marcos",2020-01-01,2020,1,Vendedor,Ventas,M,2019-07-01,73890.07,0.0,73890.07
E001,"Fernández, Carlos",2020-02-01,2020,2,Gerente General,Administración,M,2018-01-01,191403.32,0.0,191403.32
E002,"López, María",2020-02-01,2020,2,Jefe de Ventas,Ventas,F,2018-01-01,125738.39,0.0,125738.39
E003,"García, Juan",2020-02-01,2020,2,Vendedor Senior,Ventas,M,2018-01-01,86288.21,0.0,86288.21
E004,"Martínez, Ana",2020-02-01,2020,2,Vendedora,Ventas,F,2018-01-01,73387.09,0.0,73387.09
E005,"Rodríguez, Luis",2020-02-01,2020,2,Técnico Senior,Taller,M,2018-01-01,95404.5,0.0,95404.5
E006,"Sánchez, Pablo",2020-02-01,2020,2,Técnico,Taller,M,2018-01-01,78257.68,0.0,78257.68
E007,"Torres, Sofía",2020-02-01,2020,2,Administrativa,Administración,F,2018-01-01,74351.16,0.0,74351.16
E008,"Ramírez, Diego",2020-02-01,2020,2,Encargado Depósito,Logística,M,2018-01-01,82533.32,0.0,82533.32
E010,"Medina, Roberto",2020-02-01,2020,2,Técnico,Taller,M,2018-03-01,72009.66,0.0,72009.66
E011,"Jiménez, Laura",2020-02-01,2020,2,Vendedora,Ventas,F,2019-03-01,75444.94,0.0,75444.94
E012,"Peralta, Marcos",2020-02-01,2020,2,Vendedor,Ventas,M,2019-07-01,75694.65,0.0,75694.65
E001,"Fernández, Carlos",2020-03-01,2020,3,Gerente General,Administración,M,2018-01-01,191672.81,0.0,191672.81
E002,"López, María",2020-03-01,2020,3,Jefe de Ventas,Ventas,F,2018-01-01,125829.85,0.0,125829.85
E003,"García, Juan",2020-03-01,2020,3,Vendedor Senior,Ventas,M,2018-01-01,87097.83,0.0,87097.83
E004,"Martínez, Ana",2020-03-01,2020,3,Vendedora,Ventas,F,2018-01-01,73298.9,0.0,73298.9
E005,"Rodríguez, Luis",2020-03-01,2020,3,Técnico Senior,Taller,M,2018-01-01,95011.89,0.0,95011.89
E006,"Sánchez, Pablo",2020-03-01,2020,3,Técnico,Taller,M,2018-01-01,77211.01,0.0,77211.01
E007,"Torres, Sofía",2020-03-01,2020,3,Administrativa,Administración,F,2018-01-01,76499.14,0.0,76499.14
E008,"Ramírez, Diego",2020-03-01,2020,3,Encargado Depósito,Logística,M,2018-01-01,81325.17,0.0,81325.17
E010,"Medina, Roberto",2020-03-01,2020,3,Técnico,Taller,M,2018-03-01,73036.68,0.0,73036.68
E011,"Jiménez, Laura",2020-03-01,2020,3,Vendedora,Ventas,F,2019-03-01,75058.2,0.0,75058.2
E001,"Fernández, Carlos",2020-04-01,2020,4,Gerente General,Administración,M,2018-01-01,194386.0,0.0,194386.0
E002,"López, María",2020-04-01,2020,4,Jefe de Ventas,Ventas,F,2018-01-01,127116.54,0.0,127116.54
E003,"García, Juan",2020-04-01,2020,4,Vendedor Senior,Ventas,M,2018-01-01,86097.2,0.0,86097.2
E004,"Martínez, Ana",2020-04-01,2020,4,Vendedora,Ventas,F,2018-01-01,73200.82,0.0,73200.82
E005,"Rodríguez, Luis",2020-04-01,2020,4,Técnico Senior,Taller,M,2018-01-01,96404.88,0.0,96404.88
E006,"Sánchez, Pablo",2020-04-01,2020,4,Técnico,Taller,M,2018-01-01,77235.82,0.0,77235.82
E007,"Torres, Sofía",2020-04-01,2020,4,Administrativa,Administración,F,2018-01-01,74575.23,0.0,74575.23
E008,"Ramírez, Diego",2020-04-01,2020,4,Encargado Depósito,Logística,M,2018-01-01,82133.94,0.0,82133.94
E010,"Medina, Roberto",2020-04-01,2020,4,Técnico,Taller,M,2018-03-01,72951.05,0.0,72951.05
E011,"Jiménez, Laura",2020-04-01,2020,4,Vendedora,Ventas,F,2019-03-01,73981.67,0.0,73981.67
E001,"Fernández, Carlos",2020-05-01,2020,5,Gerente General,Administración,M,2018-01-01,192208.23,0.0,192208.23
E002,"López, María",2020-05-01,2020,5,Jefe de Ventas,Ventas,F,2018-01-01,126266.18,0.0,126266.18
E003,"García, Juan",2020-05-01,2020,5,Vendedor Senior,Ventas,M,2018-01-01,86219.44,0.0,86219.44
E004,"Martínez, Ana",2020-05-01,2020,5,Vendedora,Ventas,F,2018-01-01,73270.96,0.0,73270.96
E005,"Rodríguez, Luis",2020-05-01,2020,5,Técnico Senior,Taller,M,2018-01-01,94720.79,0.0,94720.79
E006,"Sánchez, Pablo",2020-05-01,2020,5,Técnico,Taller,M,2018-01-01,77589.96,0.0,77589.96
E007,"Torres, Sofía",2020-05-01,2020,5,Administrativa,Administración,F,2018-01-01,75306.56,0.0,75306.56
E008,"Ramírez, Diego",2020-05-01,2020,5,Encargado Depósito,Logística,M,2018-01-01,82296.65,0.0,82296.65
E010,"Medina, Roberto",2020-05-01,2020,5,Técnico,Taller,M,2018-03-01,72659.3,0.0,72659.3
E011,"Jiménez, Laura",2020-05-01,2020,5,Vendedora,Ventas,F,2019-03-01,75333.05,0.0,75333.05
E001,"Fernández, Carlos",2020-06-01,2020,6,Gerente General,Administración,M,2018-01-01,197403.6,0.0,197403.6
E002,"López, María",2020-06-01,2020,6,Jefe de Ventas,Ventas,F,2018-01-01,125881.81,0.0,125881.81
E003,"García, Juan",2020-06-01,2020,6,Vendedor Senior,Ventas,M,2018-01-01,87884.76,0.0,87884.76
E004,"Martínez, Ana",2020-06-01,2020,6,Vendedora,Ventas,F,2018-01-01,72808.23,0.0,72808.23
E005,"Rodríguez, Luis",2020-06-01,2020,6,Técnico Senior,Taller,M,2018-01-01,93246.55,0.0,93246.55
E006,"Sánchez, Pablo",2020-06-01,2020,6,Técnico,Taller,M,2018-01-01,78075.07,0.0,78075.07
E007,"Torres, Sofía",2020-06-01,2020,6,Administrativa,Administración,F,2018-01-01,76691.75,0.0,76691.75
E008,"Ramírez, Diego",2020-06-01,2020,6,Encargado Depósito,Logística,M,2018-01-01,82164.46,0.0,82164.46
E010,"Medina, Roberto",2020-06-01,2020,6,Técnico,Taller,M,2018-03-01,72518.16,0.0,72518.16
E011,"Jiménez, Laura",2020-06-01,2020,6,Vendedora,Ventas,F,2019-03-01,75280.49,0.0,75280.49
E001,"Fernández, Carlos",2020-07-01,2020,7,Gerente General,Administración,M,2018-01-01,195991.75,0.0,195991.75
E002,"López, María",2020-07-01,2020,7,Jefe de Ventas,Ventas,F,2018-01-01,125527.02,0.0,125527.02
E003,"García, Juan",2020-07-01,2020,7,Vendedor Senior,Ventas,M,2018-01-01,86025.06,0.0,86025.06
E004,"Martínez, Ana",2020-07-01,2020,7,Vendedora,Ventas,F,2018-01-01,72214.48,0.0,72214.48
E005,"Rodríguez, Luis",2020-07-01,2020,7,Técnico Senior,Taller,M,2018-01-01,96410.42,0.0,96410.42
E006,"Sánchez, Pablo",2020-07-01,2020,7,Técnico,Taller,M,2018-01-01,79919.54,0.0,79919.54
E007,"Torres, Sofía",2020-07-01,2020,7,Administrativa,Administración,F,2018-01-01,74333.76,0.0,74333.76
E008,"Ramírez, Diego",2020-07-01,2020,7,Encargado Depósito,Logística,M,2018-01-01,82565.11,0.0,82565.11
E010,"Medina, Roberto",2020-07-01,2020,7,Técnico,Taller,M,2018-03-01,73436.0,0.0,73436.0
E011,"Jiménez, Laura",2020-07-01,2020,7,Vendedora,Ventas,F,2019-03-01,74370.23,0.0,74370.23
E001,"Fernández, Carlos",2020-08-01,2020,8,Gerente General,Administración,M,2018-01-01,195292.63,0.0,195292.63
E002,"López, María",2020-08-01,2020,8,Jefe de Ventas,Ventas,F,2018-01-01,127908.2,0.0,127908.2
E003,"García, Juan",2020-08-01,2020,8,Vendedor Senior,Ventas,M,2018-01-01,87436.86,0.0,87436.86
E004,"Martínez, Ana",2020-08-01,2020,8,Vendedora,Ventas,F,2018-01-01,72667.09,0.0,72667.09
E005,"Rodríguez, Luis",2020-08-01,2020,8,Técnico Senior,Taller,M,2018-01-01,94423.1,0.0,94423.1
E006,"Sánchez, Pablo",2020-08-01,2020,8,Técnico,Taller,M,2018-01-01,77839.82,0.0,77839.82
E007,"Torres, Sofía",2020-08-01,2020,8,Administrativa,Administración,F,2018-01-01,75104.26,0.0,75104.26
E008,"Ramírez, Diego",2020-08-01,2020,8,Encargado Depósito,Logística,M,2018-01-01,82590.72,0.0,82590.72
E010,"Medina, Roberto",2020-08-01,2020,8,Técnico,Taller,M,2018-03-01,72716.01,0.0,72716.01
E011,"Jiménez, Laura",2020-08-01,2020,8,Vendedora,Ventas,F,2019-03-01,74525.68,0.0,74525.68
E001,"Fernández, Carlos",2020-09-01,2020,9,Gerente General,Administración,M,2018-01-01,193872.76,0.0,193872.76
E002,"López, María",2020-09-01,2020,9,Jefe de Ventas,Ventas,F,2018-01-01,126816.0,0.0,126816.0
E003,"García, Juan",2020-09-01,2020,9,Vendedor Senior,Ventas,M,2018-01-01,87314.31,0.0,87314.31
E004,"Martínez, Ana",2020-09-01,2020,9,Vendedora,Ventas,F,2018-01-01,72729.0,0.0,72729.0
E005,"Rodríguez, Luis",2020-09-01,2020,9,Técnico Senior,Taller,M,2018-01-01,94597.63,0.0,94597.63
E006,"Sánchez, Pablo",2020-09-01,2020,9,Técnico,Taller,M,2018-01-01,77267.92,0.0,77267.92
E007,"Torres, Sofía",2020-09-01,2020,9,Administrativa,Administración,F,2018-01-01,74975.87,0.0,74975.87
E008,"Ramírez, Diego",2020-09-01,2020,9,Encargado Depósito,Logística,M,2018-01-01,82009.77,0.0,82009.77
E010,"Medina, Roberto",2020-09-01,2020,9,Técnico,Taller,M,2018-03-01,74378.21,0.0,74378.21
E011,"Jiménez, Laura",2020-09-01,2020,9,Vendedora,Ventas,F,2019-03-01,74980.31,0.0,74980.31
E012,"Peralta, Marcos",2020-09-01,2020,9,Vendedor,Ventas,M,2020-09-01,82159.71,0.0,82159.71
E001,"Fernández, Carlos",2020-10-01,2020,10,Gerente General,Administración,M,2018-01-01,195237.79,0.0,195237.79
E002,"López, María",2020-10-01,2020,10,Jefe de Ventas,Ventas,F,2018-01-01,125991.68,0.0,125991.68
E003,"García, Juan",2020-10-01,2020,10,Vendedor Senior,Ventas,M,2018-01-01,87879.01,0.0,87879.01
E004,"Martínez, Ana",2020-10-01,2020,10,Vendedora,Ventas,F,2018-01-01,72537.88,0.0,72537.88
E005,"Rodríguez, Luis",2020-10-01,2020,10,Técnico Senior,Taller,M,2018-01-01,95091.89,0.0,95091.89
E006,"Sánchez, Pablo",2020-10-01,2020,10,Técnico,Taller,M,2018-01-01,77207.81,0.0,77207.81
E007,"Torres, Sofía",2020-10-01,2020,10,Administrativa,Administración,F,2018-01-01,74514.28,0.0,74514.28
E008,"Ramírez, Diego",2020-10-01,2020,10,Encargado Depósito,Logística,M,2018-01-01,82095.78,0.0,82095.78
E010,"Medina, Roberto",2020-10-01,2020,10,Técnico,Taller,M,2018-03-01,73048.37,0.0,73048.37
E011,"Jiménez, Laura",2020-10-01,2020,10,Vendedora,Ventas,F,2019-03-01,74963.21,0.0,74963.21
E012,"Peralta, Marcos",2020-10-01,2020,10,Vendedor,Ventas,M,2020-09-01,82500.01,0.0,82500.01
E001,"Fernández, Carlos",2020-11-01,2020,11,Gerente General,Administración,M,2018-01-01,194847.48,0.0,194847.48
E002,"López, María",2020-11-01,2020,11,Jefe de Ventas,Ventas,F,2018-01-01,124440.77,0.0,124440.77
E003,"García, Juan",2020-11-01,2020,11,Vendedor Senior,Ventas,M,2018-01-01,87107.23,0.0,87107.23
E004,"Martínez, Ana",2020-11-01,2020,11,Vendedora,Ventas,F,2018-01-01,72093.0,0.0,72093.0
E005,"Rodríguez, Luis",2020-11-01,2020,11,Técnico Senior,Taller,M,2018-01-01,94838.39,0.0,94838.39
E006,"Sánchez, Pablo",2020-11-01,2020,11,Técnico,Taller,M,2018-01-01,78601.58,0.0,78601.58
E007,"Torres, Sofía",2020-11-01,2020,11,Administrativa,Administración,F,2018-01-01,75042.66,0.0,75042.66
E008,"Ramírez, Diego",2020-11-01,2020,11,Encargado Depósito,Logística,M,2018-01-01,81885.13,0.0,81885.13
E010,"Medina, Roberto",2020-11-01,2020,11,Técnico,Taller,M,2018-03-01,74150.19,0.0,74150.19
E011,"Jiménez, Laura",2020-11-01,2020,11,Vendedora,Ventas,F,2019-03-01,75345.52,0.0,75345.52
E012,"Peralta, Marcos",2020-11-01,2020,11,Vendedor,Ventas,M,2020-09-01,81838.85,0.0,81838.85
E013,"Castro, Luciana",2020-11-01,2020,11,Administrativa,Administración,F,2020-11-01,79054.36,0.0,79054.36
E001,"Fernández, Carlos",2020-12-01,2020,12,Gerente General,Administración,M,2018-01-01,194633.51,97316.76,291950.27
E002,"López, María",2020-12-01,2020,12,Jefe de Ventas,Ventas,F,2018-01-01,127173.01,63586.51,190759.52
E003,"García, Juan",2020-12-01,2020,12,Vendedor Senior,Ventas,M,2018-01-01,86551.47,43275.73,129827.2
E004,"Martínez, Ana",2020-12-01,2020,12,Vendedora,Ventas,F,2018-01-01,73874.3,36937.15,110811.45
E005,"Rodríguez, Luis",2020-12-01,2020,12,Técnico Senior,Taller,M,2018-01-01,95587.56,47793.78,143381.33
E006,"Sánchez, Pablo",2020-12-01,2020,12,Técnico,Taller,M,2018-01-01,76907.52,38453.76,115361.28
E007,"Torres, Sofía",2020-12-01,2020,12,Administrativa,Administración,F,2018-01-01,74848.09,37424.04,112272.13
E008,"Ramírez, Diego",2020-12-01,2020,12,Encargado Depósito,Logística,M,2018-01-01,81440.02,40720.01,122160.03
E010,"Medina, Roberto",2020-12-01,2020,12,Técnico,Taller,M,2018-03-01,73938.98,36969.49,110908.47
E011,"Jiménez, Laura",2020-12-01,2020,12,Vendedora,Ventas,F,2019-03-01,76064.38,38032.19,114096.57
E012,"Peralta, Marcos",2020-12-01,2020,12,Vendedor,Ventas,M,2020-09-01,82371.08,41185.54,123556.62
E013,"Castro, Luciana",2020-12-01,2020,12,Administrativa,Administración,F,2020-11-01,77880.74,38940.37,116821.12
E001,"Fernández, Carlos",2021-01-01,2021,1,Gerente General,Administración,M,2018-01-01,267369.19,0.0,267369.19
E002,"López, María",2021-01-01,2021,1,Jefe de Ventas,Ventas,F,2018-01-01,169833.95,0.0,169833.95
E003,"García, Juan",2021-01-01,2021,1,Vendedor Senior,Ventas,M,2018-01-01,117056.52,0.0,117056.52
E004,"Martínez, Ana",2021-01-01,2021,1,Vendedora,Ventas,F,2018-01-01,98860.46,0.0,98860.46
E005,"Rodríguez, Luis",2021-01-01,2021,1,Técnico Senior,Taller,M,2018-01-01,130239.82,0.0,130239.82
E006,"Sánchez, Pablo",2021-01-01,2021,1,Técnico,Taller,M,2018-01-01,105843.82,0.0,105843.82
E007,"Torres, Sofía",2021-01-01,2021,1,Administrativa,Administración,F,2018-01-01,103403.12,0.0,103403.12
E008,"Ramírez, Diego",2021-01-01,2021,1,Encargado Depósito,Logística,M,2018-01-01,112179.17,0.0,112179.17
E010,"Medina, Roberto",2021-01-01,2021,1,Técnico,Taller,M,2018-03-01,99219.38,0.0,99219.38
E011,"Jiménez, Laura",2021-01-01,2021,1,Vendedora,Ventas,F,2019-03-01,101910.3,0.0,101910.3
E012,"Peralta, Marcos",2021-01-01,2021,1,Vendedor,Ventas,M,2020-09-01,110609.87,0.0,110609.87
E013,"Castro, Luciana",2021-01-01,2021,1,Administrativa,Administración,F,2020-11-01,108902.21,0.0,108902.21
E001,"Fernández, Carlos",2021-02-01,2021,2,Gerente General,Administración,M,2018-01-01,264870.91,0.0,264870.91
E002,"López, María",2021-02-01,2021,2,Jefe de Ventas,Ventas,F,2018-01-01,169182.34,0.0,169182.34
E003,"García, Juan",2021-02-01,2021,2,Vendedor Senior,Ventas,M,2018-01-01,116547.4,0.0,116547.4
E004,"Martínez, Ana",2021-02-01,2021,2,Vendedora,Ventas,F,2018-01-01,99968.09,0.0,99968.09
E005,"Rodríguez, Luis",2021-02-01,2021,2,Técnico Senior,Taller,M,2018-01-01,129638.56,0.0,129638.56
E006,"Sánchez, Pablo",2021-02-01,2021,2,Técnico,Taller,M,2018-01-01,104159.51,0.0,104159.51
E007,"Torres, Sofía",2021-02-01,2021,2,Administrativa,Administración,F,2018-01-01,101322.09,0.0,101322.09
E008,"Ramírez, Diego",2021-02-01,2021,2,Encargado Depósito,Logística,M,2018-01-01,112165.67,0.0,112165.67
E010,"Medina, Roberto",2021-02-01,2021,2,Técnico,Taller,M,2018-03-01,100749.68,0.0,100749.68
E011,"Jiménez, Laura",2021-02-01,2021,2,Vendedora,Ventas,F,2019-03-01,103329.35,0.0,103329.35
E012,"Peralta, Marcos",2021-02-01,2021,2,Vendedor,Ventas,M,2020-09-01,109493.83,0.0,109493.83
E013,"Castro, Luciana",2021-02-01,2021,2,Administrativa,Administración,F,2020-11-01,108385.53,0.0,108385.53
E014,"Ruiz, Nicolás",2021-02-01,2021,2,Técnico,Taller,M,2021-02-01,131250.24,0.0,131250.24
E001,"Fernández, Carlos",2021-03-01,2021,3,Gerente General,Administración,M,2018-01-01,259587.25,0.0,259587.25
E002,"López, María",2021-03-01,2021,3,Jefe de Ventas,Ventas,F,2018-01-01,173244.0,0.0,173244.0
E003,"García, Juan",2021-03-01,2021,3,Vendedor Senior,Ventas,M,2018-01-01,115667.07,0.0,115667.07
E004,"Martínez, Ana",2021-03-01,2021,3,Vendedora,Ventas,F,2018-01-01,99790.72,0.0,99790.72
E005,"Rodríguez, Luis",2021-03-01,2021,3,Técnico Senior,Taller,M,2018-01-01,129731.57,0.0,129731.57
E006,"Sánchez, Pablo",2021-03-01,2021,3,Técnico,Taller,M,2018-01-01,105620.24,0.0,105620.24
E007,"Torres, Sofía",2021-03-01,2021,3,Administrativa,Administración,F,2018-01-01,102378.3,0.0,102378.3
E008,"Ramírez, Diego",2021-03-01,2021,3,Encargado Depósito,Logística,M,2018-01-01,110612.84,0.0,110612.84
E010,"Medina, Roberto",2021-03-01,2021,3,Técnico,Taller,M,2018-03-01,99722.23,0.0,99722.23
E011,"Jiménez, Laura",2021-03-01,2021,3,Vendedora,Ventas,F,2019-03-01,102058.6,0.0,102058.6
E012,"Peralta, Marcos",2021-03-01,2021,3,Vendedor,Ventas,M,2020-09-01,112240.34,0.0,112240.34
E013,"Castro, Luciana",2021-03-01,2021,3,Administrativa,Administración,F,2020-11-01,107784.3,0.0,107784.3
E014,"Ruiz, Nicolás",2021-03-01,2021,3,Técnico,Taller,M,2021-02-01,129870.16,0.0,129870.16
E001,"Fernández, Carlos",2021-04-01,2021,4,Gerente General,Administración,M,2018-01-01,264942.04,0.0,264942.04
E002,"López, María",2021-04-01,2021,4,Jefe de Ventas,Ventas,F,2018-01-01,169251.28,0.0,169251.28
E003,"García, Juan",2021-04-01,2021,4,Vendedor Senior,Ventas,M,2018-01-01,119168.81,0.0,119168.81
E004,"Martínez, Ana",2021-04-01,2021,4,Vendedora,Ventas,F,2018-01-01,99483.71,0.0,99483.71
E005,"Rodríguez, Luis",2021-04-01,2021,4,Técnico Senior,Taller,M,2018-01-01,132769.37,0.0,132769.37
E006,"Sánchez, Pablo",2021-04-01,2021,4,Técnico,Taller,M,2018-01-01,105217.3,0.0,105217.3
E007,"Torres, Sofía",2021-04-01,2021,4,Administrativa,Administración,F,2018-01-01,102569.92,0.0,102569.92
E008,"Ramírez, Diego",2021-04-01,2021,4,Encargado Depósito,Logística,M,2018-01-01,111337.97,0.0,111337.97
E010,"Medina, Roberto",2021-04-01,2021,4,Técnico,Taller,M,2018-03-01,99196.42,0.0,99196.42
E011,"Jiménez, Laura",2021-04-01,2021,4,Vendedora,Ventas,F,2019-03-01,102858.79,0.0,102858.79
E012,"Peralta, Marcos",2021-04-01,2021,4,Vendedor,Ventas,M,2020-09-01,113395.61,0.0,113395.61
E013,"Castro, Luciana",2021-04-01,2021,4,Administrativa,Administración,F,2020-11-01,110042.41,0.0,110042.41
E014,"Ruiz, Nicolás",2021-04-01,2021,4,Técnico,Taller,M,2021-02-01,131204.72,0.0,131204.72
E015,"Morales, Camila",2021-04-01,2021,4,Vendedora,Ventas,F,2021-04-01,116531.77,0.0,116531.77
E001,"Fernández, Carlos",2021-05-01,2021,5,Gerente General,Administración,M,2018-01-01,262504.63,0.0,262504.63
E002,"López, María",2021-05-01,2021,5,Jefe de Ventas,Ventas,F,2018-01-01,171480.59,0.0,171480.59
E003,"García, Juan",2021-05-01,2021,5,Vendedor Senior,Ventas,M,2018-01-01,116851.56,0.0,116851.56
E004,"Martínez, Ana",2021-05-01,2021,5,Vendedora,Ventas,F,2018-01-01,99174.44,0.0,99174.44
E005,"Rodríguez, Luis",2021-05-01,2021,5,Técnico Senior,Taller,M,2018-01-01,130396.85,0.0,130396.85
E006,"Sánchez, Pablo",2021-05-01,2021,5,Técnico,Taller,M,2018-01-01,107308.7,0.0,107308.7
E007,"Torres, Sofía",2021-05-01,2021,5,Administrativa,Administración,F,2018-01-01,102129.69,0.0,102129.69
E008,"Ramírez, Diego",2021-05-01,2021,5,Encargado Depósito,Logística,M,2018-01-01,109834.08,0.0,109834.08
E010,"Medina, Roberto",2021-05-01,2021,5,Técnico,Taller,M,2018-03-01,99955.19,0.0,99955.19
E011,"Jiménez, Laura",2021-05-01,2021,5,Vendedora,Ventas,F,2019-03-01,103359.31,0.0,103359.31
E012,"Peralta, Marcos",2021-05-01,2021,5,Vendedor,Ventas,M,2020-09-01,114132.34,0.0,114132.34
E013,"Castro, Luciana",2021-05-01,2021,5,Administrativa,Administración,F,2020-11-01,108012.36,0.0,108012.36
E014,"Ruiz, Nicolás",2021-05-01,2021,5,Técnico,Taller,M,2021-02-01,128400.66,0.0,128400.66
E015,"Morales, Camila",2021-05-01,2021,5,Vendedora,Ventas,F,2021-04-01,118204.39,0.0,118204.39
E001,"Fernández, Carlos",2021-06-01,2021,6,Gerente General,Administración,M,2018-01-01,264857.06,0.0,264857.06
E002,"López, María",2021-06-01,2021,6,Jefe de Ventas,Ventas,F,2018-01-01,171470.24,0.0,171470.24
E003,"García, Juan",2021-06-01,2021,6,Vendedor Senior,Ventas,M,2018-01-01,117313.82,0.0,117313.82
E004,"Martínez, Ana",2021-06-01,2021,6,Vendedora,Ventas,F,2018-01-01,99615.58,0.0,99615.58
E005,"Rodríguez, Luis",2021-06-01,2021,6,Técnico Senior,Taller,M,2018-01-01,130326.75,0.0,130326.75
E006,"Sánchez, Pablo",2021-06-01,2021,6,Técnico,Taller,M,2018-01-01,104796.66,0.0,104796.66
E007,"Torres, Sofía",2021-06-01,2021,6,Administrativa,Administración,F,2018-01-01,101168.47,0.0,101168.47
E008,"Ramírez, Diego",2021-06-01,2021,6,Encargado Depósito,Logística,M,2018-01-01,111228.57,0.0,111228.57
E010,"Medina, Roberto",2021-06-01,2021,6,Técnico,Taller,M,2018-03-01,99123.82,0.0,99123.82
E011,"Jiménez, Laura",2021-06-01,2021,6,Vendedora,Ventas,F,2019-03-01,102993.06,0.0,102993.06
E012,"Peralta, Marcos",2021-06-01,2021,6,Vendedor,Ventas,M,2020-09-01,111554.48,0.0,111554.48
E013,"Castro, Luciana",2021-06-01,2021,6,Administrativa,Administración,F,2020-11-01,107934.4,0.0,107934.4
E014,"Ruiz, Nicolás",2021-06-01,2021,6,Técnico,Taller,M,2021-02-01,130886.79,0.0,130886.79
E015,"Morales, Camila",2021-06-01,2021,6,Vendedora,Ventas,F,2021-04-01,117703.6,0.0,117703.6
E016,"Vargas, Hernán",2021-06-01,2021,6,Depósito,Logística,M,2021-06-01,110814.21,0.0,110814.21
E001,"Fernández, Carlos",2021-07-01,2021,7,Gerente General,Administración,M,2018-01-01,264373.29,0.0,264373.29
E002,"López, María",2021-07-01,2021,7,Jefe de Ventas,Ventas,F,2018-01-01,171623.2,0.0,171623.2
E003,"García, Juan",2021-07-01,2021,7,Vendedor Senior,Ventas,M,2018-01-01,117684.16,0.0,117684.16
E004,"Martínez, Ana",2021-07-01,2021,7,Vendedora,Ventas,F,2018-01-01,100827.39,0.0,100827.39
E005,"Rodríguez, Luis",2021-07-01,2021,7,Técnico Senior,Taller,M,2018-01-01,131796.47,0.0,131796.47
E006,"Sánchez, Pablo",2021-07-01,2021,7,Técnico,Taller,M,2018-01-01,105939.66,0.0,105939.66
